TARGET;AGE;SOCSTATUS_WORK_FL;SOCSTATUS_PENS_FL;GENDER;EDUCATION;MARITAL_STATUS;ORG_TP_STATE;JOB_DIR;PERSONAL_INCOME;OWN_AUTO;WORK_TIME;LOAN_MAX_DLQ_AMT
1;50;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;11000;0;36;0
0;55;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;18000;0;108;0
0;42;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;24;0
0;62;0;1;0;Среднее;Состою в браке;;;10500;1;;1680
0;40;1;0;0;Два и более высших образования;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;45000;0;180;0
0;56;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;6000;0;72;0
0;36;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;192;0
0;32;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;120;0
0;51;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Служба безопасности;18000;0;360;0
0;46;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;16000;0;48;0
0;62;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;17000;0;42;0
0;59;1;1;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;124;0
0;38;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;204;0
0;48;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7800;0;96;0
0;56;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;11000;0;12;0
0;47;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;8900;0;200;0
0;26;1;0;0;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;8000;0;6;0
0;53;1;1;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;108;0
1;29;1;0;1;Неполное среднее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;18;1710
0;25;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;19000;0;24;0
1;45;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;84;3160
0;26;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;24;0
0;42;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;4300;0;6;0
0;41;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;240;0
0;42;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;14000;0;132;0
0;40;1;0;0;Среднее специальное;Состою в браке;Частная компания;Адм-хоз. и трансп. службы;10000;0;96;0
0;53;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;360;0
0;55;0;1;1;Среднее специальное;Не состоял в браке;;;5000;0;;0
0;55;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;60;0
0;50;1;0;1;Среднее специальное;Вдовец/Вдова;Частная компания;Вспомогательный техперсонал;9000;0;24;0
0;49;1;0;1;Высшее;Разведен(а);Частная компания;Бухгалтерия, финансы, планир.;16000;0;120;0
0;53;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;28000;0;72;0
0;51;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;12;0
0;23;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;13000;0;20;0
0;58;0;1;1;Среднее специальное;Состою в браке;;;5000;0;;1230
0;27;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;23000;0;48;0
0;38;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Вспомогательный техперсонал;8000;0;60;0
0;35;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;108;0
1;27;1;0;0;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;20000;0;12;0
0;26;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;18;2210
0;30;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;12;0
0;33;1;0;1;Среднее;Гражданский брак;Государственная комп./учреж.;Вспомогательный техперсонал;7000;0;36;0
0;38;1;0;1;Среднее специальное;Гражданский брак;Государственная комп./учреж.;Участие в основ. деятельности;7500;0;192;0
0;50;1;0;0;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;50000;1;84;0
1;22;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;14000;0;12;3080
0;56;0;1;1;Среднее специальное;Состою в браке;;;10000;0;;0
0;37;1;0;0;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;20000;1;120;0
0;52;1;1;1;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;15000;0;7;0
0;29;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;23000;0;60;1730
1;28;1;0;1;Среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;10000;0;36;2630
0;30;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;36;0
1;24;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;40000;1;60;0
0;46;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;1;24;0
0;43;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;72;0
0;44;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;12;0
0;37;0;1;1;Среднее;Разведен(а);;;7000;0;;0
0;45;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;48;0
0;42;1;0;1;Среднее специальное;Вдовец/Вдова;Некоммерческая организация;Участие в основ. деятельности;12000;0;18;0
1;30;1;0;1;Среднее;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;5000;0;18;0
0;42;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;240;0
1;45;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;50000;0;120;0
0;39;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;28000;0;144;900
0;59;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;12;0
0;48;1;0;1;Высшее;Состою в браке;Некоммерческая организация;Участие в основ. деятельности;30000;1;120;0
0;54;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;9000;0;420;0
1;32;1;0;1;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;102;1050
0;38;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;5000;0;192;0
1;39;1;0;0;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;10000;0;84;0
0;46;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;10000;1;60;0
0;53;1;0;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Вспомогательный техперсонал;7500;0;70;0
0;28;1;0;0;Среднее специальное;Состою в браке;Частная компания;Служба безопасности;35000;0;50;0
0;41;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;15000;0;180;0
0;48;0;1;1;Среднее специальное;Состою в браке;;;6500;0;;1340
0;38;1;0;0;Неполное среднее;Гражданский брак;Частная компания;Участие в основ. деятельности;20000;1;48;0
0;24;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;18;1740
0;44;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;6;0
1;39;1;0;1;Среднее;Не состоял в браке;Некоммерческая организация;Участие в основ. деятельности;7000;0;36;0
0;58;0;1;1;Среднее специальное;Состою в браке;;;10000;0;;0
0;50;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;4300;0;18;0
0;32;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;24;0
0;40;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;15000;0;24;0
1;39;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Юридическая служба;15000;1;18;0
0;31;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;12000;0;8;2260
0;27;1;0;0;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;18;0
0;47;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;30000;1;300;3150
0;59;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;168;0
0;48;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;24;0
0;48;1;0;1;Неполное среднее;Состою в браке;Частная компания;Участие в основ. деятельности;4000;0;36;770
0;27;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;1;60;0
0;34;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;17000;0;60;0
0;32;1;0;0;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;0;12;0
0;24;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;18000;0;12;0
0;29;1;0;0;Среднее специальное;Состою в браке;Некоммерческая организация;Участие в основ. деятельности;27000;0;36;5075,99
0;27;1;0;1;Высшее;Не состоял в браке;Частная компания;Снабжение и сбыт;14000;0;18;991,19
0;26;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;7500;0;48;0
0;39;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;204;0
0;35;1;0;1;Высшее;Разведен(а);Частная компания;Участие в основ. деятельности;7000;0;6;900
0;24;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;50;0
0;35;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;4300;0;14;0
0;31;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;42;0
0;25;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;11000;0;48;1833,77
0;40;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;1;7;0
0;36;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;14000;0;12;3900
0;44;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;72;0
0;33;1;0;1;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;15000;1;24;0
0;56;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;300;0
0;46;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;36;0
0;47;1;0;1;Высшее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;1;48;1240
0;46;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7000;0;12;0
1;35;1;0;1;Среднее специальное;Состою в браке;Частная компания;Бухгалтерия, финансы, планир.;8000;0;36;0
0;56;1;1;1;Высшее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;9330;0;120;0
0;29;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;15;0
0;51;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;5600;0;245;0
0;30;1;0;0;Среднее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;26;3020
0;38;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;30000;0;72;0
1;22;1;0;0;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;10000;1;12;1270
0;37;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;18000;0;132;0
0;49;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;10000;0;60;0
0;31;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;12;0
0;54;1;0;0;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;19000;0;36;0
0;58;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;0;420;0
0;65;0;1;0;Среднее;Состою в браке;;;5700;0;;0
0;46;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;24;0
0;51;0;1;1;Среднее специальное;Состою в браке;;;6000;1;;0
0;25;1;0;1;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5700;0;14;700
0;61;0;1;1;Среднее;Разведен(а);;;4000;0;;0
0;38;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Снабжение и сбыт;5600;0;228;0
0;41;1;0;0;Неполное среднее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;27000;1;12;0
0;51;0;1;0;Среднее специальное;Разведен(а);;;7500;0;;0
0;22;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;30000;1;6;730
0;38;1;0;1;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;8000;0;60;0
0;49;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Вспомогательный техперсонал;12000;0;84;1690
0;57;0;1;1;Среднее;Состою в браке;;;4000;0;;0
0;35;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;15000;0;48;0
1;26;1;0;0;Неоконченное высшее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;48;0
0;32;1;0;1;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;0;12;0
0;27;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;17000;0;24;0
0;39;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6200;0;192;2240
0;36;1;0;0;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;7500;0;24;840
0;32;1;0;0;Среднее;Не состоял в браке;Некоммерческая организация;Участие в основ. деятельности;15000;0;120;450
0;30;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;18000;0;84;0
0;28;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;1;72;0
0;47;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;7500;0;312;0
0;61;1;1;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;11000;0;64;0
1;48;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;11000;0;48;0
0;31;1;0;1;Среднее специальное;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;36;0
0;63;0;1;1;Среднее специальное;Состою в браке;;;6000;0;;0
0;56;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;42;0
0;49;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;23000;0;170;1580
0;31;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;187;0
0;32;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;38;0
0;35;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;20000;1;18;0
0;48;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;72;1636,04
1;37;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;0;18;0
0;63;1;1;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;144;0
0;61;0;1;1;Среднее специальное;Вдовец/Вдова;;;6000;0;;0
0;54;0;1;1;Среднее специальное;Состою в браке;;;5000;0;;0
0;54;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;20000;0;108;0
0;58;1;0;0;Среднее специальное;Разведен(а);Частная компания;Участие в основ. деятельности;10000;0;60;0
0;46;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;40000;0;120;0
0;59;1;0;0;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;0;84;0
0;49;1;0;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;12000;0;72;0
0;39;1;0;1;Неполное среднее;Состою в браке;Частная компания;Участие в основ. деятельности;30000;0;120;3890
1;48;1;0;0;Высшее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;40000;0;312;0
0;32;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Кадровая служба и секретариат;8000;0;48;0
0;28;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;18;0
0;42;1;0;1;Среднее специальное;Разведен(а);Государственная комп./учреж.;Участие в основ. деятельности;8000;0;180;0
0;34;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;168;0
0;52;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;336;0
0;50;1;0;0;Среднее;Разведен(а);Частная компания;Участие в основ. деятельности;10000;0;23;0
0;31;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;20000;0;18;0
0;35;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;6700;0;24;0
0;40;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;0;48;0
0;55;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;109;0
0;31;1;0;1;Высшее;Состою в браке;Частная компания;Бухгалтерия, финансы, планир.;20000;0;17;0
0;30;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;12;0
0;32;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;168;1520
0;54;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;1;324;0
0;30;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;6000;0;96;0
0;26;1;0;0;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;24;0
1;35;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Вспомогательный техперсонал;4500;0;48;0
0;44;1;0;1;Среднее;Вдовец/Вдова;Государственная комп./учреж.;Вспомогательный техперсонал;4300;0;180;0
0;46;1;0;0;Среднее специальное;Разведен(а);Частная компания;Адм-хоз. и трансп. службы;13000;0;288;0
0;32;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;14000;0;144;0
0;58;0;1;1;Среднее;Состою в браке;;;5000;0;;0
0;54;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;20000;0;240;0
1;25;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;36;849,19
0;40;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10500;0;132;0
0;29;1;0;0;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;0;12;0
0;35;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;30000;0;168;0
0;38;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;22000;0;15;0
0;41;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;27000;1;34;0
0;51;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Бухгалтерия, финансы, планир.;11000;0;204;0
1;22;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;6;0
1;31;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;19000;0;48;0
0;32;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;7000;0;84;0
0;53;1;0;0;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;7000;0;336;0
0;54;1;0;1;Неоконченное высшее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;9000;0;12;0
0;32;1;0;1;Высшее;Состою в браке;Частная компания;Участие в основ. деятельности;5000;0;24;0
0;34;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10200;0;18;1350
0;33;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Пр-техн. обесп. и телеком.;15000;0;156;2200
0;24;1;0;1;Среднее;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;8000;0;14;1320
0;30;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;10000;0;25;0
0;38;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;16000;1;60;0
0;30;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;9000;0;24;0
0;53;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9000;0;36;0
0;43;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;10000;0;204;0
0;31;1;0;1;Высшее;Разведен(а);Государственная комп./учреж.;Кадровая служба и секретариат;17000;0;48;0
0;28;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;11600;0;18;0
0;59;1;1;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;10000;0;60;0
1;42;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;9500;0;108;0
0;52;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Адм-хоз. и трансп. службы;9500;1;132;0
0;54;1;0;1;Среднее специальное;Состою в браке;Частная компания;Служба безопасности;12000;0;12;0
0;51;0;1;1;Среднее специальное;Состою в браке;;;3000;0;;0
0;31;1;0;1;Среднее;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;15000;0;96;0
0;31;1;0;1;Высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;0;25;0
0;48;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Снабжение и сбыт;7000;0;240;0
0;54;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;25000;0;252;0
0;32;1;0;1;Среднее специальное;Гражданский брак;Частная компания;Участие в основ. деятельности;11500;0;48;0
0;31;1;0;0;Неоконченное высшее;Гражданский брак;Государственная комп./учреж.;Участие в основ. деятельности;12000;1;45;0
0;64;0;1;0;Высшее;Не состоял в браке;;;9000;0;;2020
0;43;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;12000;0;67;0
0;58;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;6000;0;504;0
0;33;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5000;0;45;0
1;52;1;0;1;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;6500;0;72;0
1;62;1;0;0;Высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;35000;0;18;0
0;47;1;0;1;Среднее специальное;Вдовец/Вдова;Государственная комп./учреж.;Вспомогательный техперсонал;17000;0;312;0
0;41;1;0;0;Среднее специальное;Состою в браке;Частная компания;Снабжение и сбыт;40000;0;12;0
0;56;0;1;0;Среднее специальное;Не состоял в браке;;;3700;0;;0
0;56;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;24;0
0;29;1;0;0;Среднее специальное;Не состоял в браке;Индивидуальный предприниматель;Участие в основ. деятельности;14000;0;36;0
0;33;1;0;1;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;5500;0;70;0
0;32;1;0;1;Среднее специальное;Гражданский брак;Государственная комп./учреж.;Вспомогательный техперсонал;9000;0;14;0
1;31;1;0;1;Высшее;Состою в браке;Частная компания;Снабжение и сбыт;17000;0;36;0
1;22;1;0;0;Неоконченное высшее;Не состоял в браке;Частная компания;Участие в основ. деятельности;17000;0;36;0
0;39;1;0;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;60;0
0;28;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;10000;0;15;0
1;28;1;0;0;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;11000;0;36;0
0;39;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;60;0
0;36;1;0;1;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;15000;0;120;0
0;29;1;0;0;Среднее;Состою в браке;Частная компания;Участие в основ. деятельности;8000;1;8;0
0;46;1;0;1;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;13000;1;132;0
0;39;1;0;0;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;4;0
0;31;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;15000;1;6;0
0;37;1;0;1;Среднее;Состою в браке;Индивидуальный предприниматель;Участие в основ. деятельности;20000;0;24;0
0;62;0;1;0;Среднее специальное;Состою в браке;;;4500;0;;0
1;47;1;0;1;Среднее специальное;Состою в браке;Частная компания;Вспомогательный техперсонал;10000;0;3;0
0;53;1;0;0;Среднее специальное;Гражданский брак;Государственная комп./учреж.;Участие в основ. деятельности;14000;0;276;0
0;57;1;0;1;Высшее;Вдовец/Вдова;Государственная комп./учреж.;Участие в основ. деятельности;13000;0;288;0
0;40;1;0;0;Среднее специальное;Состою в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;96;0
0;54;1;0;0;Среднее;Не состоял в браке;Частная компания;Участие в основ. деятельности;6000;0;8;0
0;34;1;0;1;Неоконченное высшее;Состою в браке;Государственная комп./учреж.;Бухгалтерия, финансы, планир.;7000;0;180;0
1;42;1;0;1;Среднее специальное;Не состоял в браке;Государственная комп./учреж.;Участие в основ. деятельности;15000;0;180;0
0;47;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;25000;0;48;0
0;64;1;1;1;Среднее специальное;Не состоял в браке;Частная компания;Участие в основ. деятельности;13000;0;4;3310
0;28;1;0;0;Среднее специальное;Состою в браке;Частная компания;Участие в основ. деятельности;6000;0;24;560
0;34;1;0;0;Неоконченное высшее;Разведен(а);Частная компания;Служба безопасности;17500;0;69;0
